,sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,Marital_status,occupation
57338,Female,6,1131,112,1,1,1,5,111,138,1,low_level
32015,Male,6,1132,114,1,1,1,5,111,131,1,low_level
9661,Female,9,1121,112,1,1,1,5,111,137,2,low_level
32026,Male,10,1122,125,1,1,1,3,111,135,2,low_level
16445,Male,11,1121,112,1,1,1,2,120,137,2,low_level
18222,Female,8,1122,114,1,1,1,3,111,131,2,high_level
28349,Male,11,1121,112,1,1,1,4,111,138,2,low_level
29038,Male,7,1121,112,1,1,1,5,112,135,2,high_level
36779,Male,8,1110,113,1,1,1,2,111,122,4,high_level
24385,Male,7,1210,111,1,1,1,4,111,131,1,high_level
49040,Female,7,1122,114,1,1,1,3,111,131,2,high_level
10112,Female,5,1131,112,1,1,1,3,112,135,1,high_level
50796,Male,11,1122,113,1,1,1,5,111,137,2,low_level
18420,Female,11,1140,113,1,1,1,5,111,137,2,low_level
35845,Male,9,1121,112,1,1,1,5,111,136,2,low_level
11313,Female,8,1122,113,1,1,1,3,111,133,2,high_level
24704,Male,5,1110,125,1,1,1,2,111,133,1,high_level
7775,Female,6,1131,112,1,1,1,5,111,131,1,high_level
59247,Female,9,1210,111,1,1,1,2,111,122,1,high_level
1802,Female,6,1121,112,1,1,1,5,111,138,2,low_level
48387,Male,8,1122,114,1,1,1,3,120,111,2,low_level
30544,Female,6,1121,112,1,1,1,3,111,131,2,low_level
20610,Female,6,1131,112,1,1,1,5,111,138,1,low_level
44470,Male,12,1121,112,1,1,1,3,120,131,2,low_level
12161,Male,7,1122,113,1,1,1,5,111,138,2,low_level
36775,Female,9,1122,114,1,2,2,3,111,135,2,high_level
2807,Female,10,1122,125,1,1,1,5,111,137,2,low_level
20780,Male,8,1122,114,1,1,1,3,111,136,2,low_level
20358,Male,12,1122,113,2,1,1,5,111,139,2,low_level
14196,Female,8,1122,114,1,1,1,2,111,131,2,high_level
55428,Female,4,1110,112,1,1,1,2,112,135,1,high_level
54586,Female,7,1131,112,1,1,1,5,111,138,1,low_level
15807,Female,9,1122,114,1,1,1,2,111,137,2,high_level
54183,Female,6,1132,113,1,1,1,3,111,132,1,high_level
44580,Male,10,1210,111,1,1,1,3,111,136,4,low_level
49791,Male,8,1121,112,1,1,1,5,111,134,2,low_level
12648,Female,11,1121,112,1,1,1,2,111,122,2,low_level
14571,Female,5,1110,114,1,1,1,3,111,138,1,high_level
6132,Male,13,1121,112,1,1,1,3,111,133,2,low_level
17505,Male,9,1122,114,1,1,1,5,111,135,2,low_level
55090,Female,7,1131,112,1,1,1,5,111,122,1,high_level
8674,Male,5,1110,114,1,1,1,3,112,133,1,high_level
18035,Male,13,1121,112,1,1,1,2,111,135,2,high_level
50463,Female,12,1122,113,1,1,1,3,111,137,2,low_level
12572,Male,9,1110,112,1,1,1,3,120,111,1,low_level
30542,Male,6,1131,112,2,1,1,5,111,139,1,low_level
10708,Male,9,1121,112,1,1,1,2,111,136,2,high_level
42726,Male,7,1210,111,1,1,1,3,111,133,1,low_level
41774,Female,12,1121,112,1,1,1,2,111,131,2,high_level
5045,Female,12,1121,112,1,1,1,2,111,138,2,high_level
41651,Male,12,1121,112,1,1,1,3,111,122,2,low_level
34703,Female,7,1122,125,1,1,1,5,111,137,2,low_level
47099,Female,11,1210,111,1,1,1,3,111,137,4,low_level
55244,Female,10,1122,125,1,1,1,5,111,137,2,low_level
11321,Female,10,1122,113,1,1,1,3,111,138,2,high_level
2587,Male,10,1122,114,1,1,1,2,111,122,2,high_level
6329,Female,7,1122,113,1,1,1,5,111,138,2,low_level
15521,Female,10,1122,113,1,1,1,3,111,138,2,high_level
10500,Male,4,1110,114,1,1,1,3,112,132,1,high_level
38824,Female,12,1121,112,1,1,3,2,111,136,2,high_level
9471,Male,12,1210,111,1,2,2,5,111,124,1,low_level
58178,Male,11,1122,113,1,1,1,1,111,133,2,low_level
2229,Female,7,1131,112,1,1,1,5,111,138,1,low_level
7774,Female,7,1122,114,1,1,1,3,111,131,2,high_level
56884,Male,9,1122,114,1,1,1,1,111,122,2,high_level
21481,Male,10,1122,113,1,1,3,2,111,122,2,low_level
35199,Male,8,1121,112,1,1,1,3,111,136,2,high_level
5734,Female,9,1122,114,1,1,1,5,111,138,2,low_level
21670,Male,9,1122,114,1,1,1,3,120,111,2,low_level
21726,Female,4,1110,114,1,1,1,3,111,131,1,high_level
1348,Female,7,1131,112,1,1,1,3,111,132,1,high_level
11774,Female,6,1121,112,1,1,1,5,111,135,2,low_level
23387,Female,9,1122,126,1,1,1,3,111,135,2,high_level
1426,Female,6,1210,111,1,1,1,3,111,133,1,high_level
33739,Female,12,1122,113,1,1,1,2,111,138,2,low_level
18808,Male,8,1131,112,1,1,1,3,111,135,1,low_level
50034,Male,6,1121,112,1,1,1,3,111,136,2,high_level
47897,Male,9,1122,114,1,1,1,3,111,131,2,low_level
24713,Male,6,1110,113,1,1,1,3,111,136,1,low_level
49892,Female,10,1122,114,1,1,1,2,111,122,2,high_level
2035,Male,7,1110,112,1,1,1,5,111,135,1,low_level
44836,Female,4,1110,114,1,1,1,2,111,139,1,high_level
468,Male,8,1122,114,1,1,1,5,111,136,2,high_level
31057,Female,5,1110,125,1,1,1,5,111,135,1,high_level
3433,Male,4,1110,125,1,1,1,3,112,111,1,high_level
42400,Female,11,1122,113,1,1,1,2,111,135,2,high_level
38161,Male,11,1122,113,1,1,1,5,111,136,2,low_level
37910,Female,10,1121,112,1,1,1,3,111,138,2,low_level
50791,Male,11,1122,113,1,1,1,5,111,138,2,low_level
53320,Female,9,1140,113,1,1,2,4,111,138,4,high_level
58561,Female,8,1122,125,1,1,1,0,111,138,2,high_level
52504,Male,6,1121,112,1,1,1,5,111,135,2,low_level
38932,Female,11,1122,114,1,1,3,5,111,138,2,low_level
13662,Male,7,1121,112,1,1,2,3,111,122,2,low_level
56961,Male,12,1121,112,1,1,1,4,111,122,2,low_level
43247,Female,7,1140,113,1,1,1,1,111,131,2,high_level
34796,Female,9,1122,114,1,1,1,5,111,137,2,low_level
11239,Male,5,1110,114,1,1,1,3,112,132,1,high_level
49367,Male,7,1131,112,1,1,1,4,111,131,4,low_level
60118,Male,9,1122,125,1,1,3,5,111,138,2,low_level
25579,Female,9,1140,114,1,1,1,3,111,135,4,high_level
11591,Male,11,1122,113,1,1,1,3,111,138,2,high_level
28824,Female,11,1122,113,1,1,1,3,111,136,2,high_level
678,Female,5,1210,111,1,1,2,3,112,135,1,high_level
14889,Male,7,1122,113,1,1,1,3,111,133,2,high_level
21608,Female,11,1121,112,1,1,1,2,111,131,2,high_level
55964,Female,5,1131,112,1,1,1,3,111,138,1,high_level
24491,Female,8,1140,112,1,1,1,2,111,133,4,high_level
40878,Male,12,1121,112,1,1,1,2,111,131,2,high_level
12927,Female,11,1121,112,1,1,1,1,111,131,2,high_level
36122,Male,10,1122,126,1,1,1,5,111,137,2,low_level
44379,Female,7,1210,111,1,1,1,5,111,137,1,low_level
58538,Female,11,1210,111,1,1,1,5,111,137,2,low_level
47712,Female,8,1122,114,1,1,1,3,111,122,2,high_level
10457,Male,10,1122,125,1,1,1,5,111,136,2,low_level
46856,Male,10,1122,126,1,1,1,4,111,131,2,low_level
25504,Female,9,1210,111,1,1,1,5,111,138,1,low_level
36413,Female,7,1122,114,1,1,1,3,111,135,2,high_level
18414,Female,9,1122,114,1,1,1,3,111,138,2,high_level
51934,Male,5,1110,114,1,1,1,2,111,131,1,high_level
53416,Male,12,1131,112,1,1,1,5,111,137,4,low_level
42638,Female,8,1122,113,1,1,3,3,111,122,2,high_level
26277,Female,4,1110,125,1,2,1,2,112,131,1,high_level
218,Female,9,1122,114,1,1,1,2,111,133,2,high_level
52655,Male,12,1121,112,1,1,1,5,111,122,2,low_level
38041,Male,4,1110,125,1,1,1,2,112,131,1,high_level
6971,Female,7,1132,113,1,1,1,5,111,139,1,high_level
38893,Female,8,1122,114,1,1,1,3,111,137,2,high_level
44542,Male,12,1122,113,1,1,1,3,120,111,2,low_level
23172,Female,6,1131,112,1,1,1,3,111,138,1,low_level
50321,Female,12,1121,112,1,1,1,3,111,131,2,high_level
34722,Female,6,1122,113,1,1,1,3,111,137,2,high_level
4999,Male,9,1131,112,1,1,1,5,111,134,1,low_level
51065,Female,10,1122,125,1,1,1,5,111,138,2,low_level
50482,Male,9,1122,114,1,1,1,5,111,137,2,low_level
57009,Female,5,1110,114,1,1,1,3,111,131,1,low_level
46747,Female,7,1121,112,1,1,1,3,111,135,2,high_level
39054,Male,9,1122,125,1,1,1,3,111,131,2,low_level
59449,Male,11,1122,114,1,1,1,2,120,111,2,low_level
11332,Female,8,1210,111,1,1,1,3,111,131,1,high_level
49662,Male,9,1122,113,1,1,1,3,111,122,2,low_level
24513,Female,5,1131,112,1,1,3,2,111,135,1,high_level
55054,Male,6,1210,111,1,1,1,5,111,135,1,low_level
33038,Female,8,1122,114,1,1,1,2,111,122,2,high_level
38716,Male,8,1122,114,1,1,1,5,111,137,2,low_level
48438,Female,8,1122,114,1,3,3,5,111,135,2,high_level
59309,Female,6,1110,112,1,1,1,2,111,133,1,high_level
30155,Female,8,1132,113,1,1,1,3,111,135,1,high_level
33406,Female,15,1220,112,1,1,1,2,120,131,1,low_level
21934,Female,8,1122,114,1,1,1,5,111,138,2,high_level
1987,Female,9,1122,125,1,1,1,5,111,137,2,low_level
29424,Male,4,1110,113,1,1,1,1,112,132,1,high_level
54832,Female,7,1140,112,1,1,1,2,111,139,1,low_level
42929,Male,5,1110,114,1,1,3,2,111,122,1,high_level
86,Female,5,1110,125,1,1,1,3,112,132,1,high_level
34789,Female,6,1121,112,1,1,1,5,111,135,2,low_level
2473,Male,11,1121,112,1,1,1,3,111,135,2,low_level
57636,Female,8,1122,114,1,1,1,3,111,138,2,high_level
59120,Female,11,1121,112,1,1,1,3,111,138,2,high_level
35980,Male,9,1122,114,1,1,1,4,111,124,2,low_level
16946,Female,10,1131,112,1,1,1,3,111,138,4,high_level
21013,Female,7,1122,114,1,1,1,3,111,138,2,high_level
49655,Male,10,1121,112,1,1,1,3,111,122,2,low_level
57435,Female,11,1122,126,1,1,1,3,111,135,2,high_level
27730,Male,8,1210,111,1,1,1,3,111,131,1,low_level
25197,Male,9,1220,126,2,1,1,4,120,135,2,low_level
37520,Female,9,1122,114,1,1,1,3,111,135,2,high_level
53545,Female,6,1210,111,1,1,1,5,111,136,1,low_level
34980,Female,5,1131,112,1,1,1,3,111,138,1,high_level
45260,Male,8,1122,114,1,1,1,3,111,122,2,high_level
46218,Male,9,1131,112,1,1,1,5,111,135,1,low_level
51587,Female,11,1122,113,1,1,3,5,111,137,2,low_level
40042,Male,9,1122,125,1,1,1,3,111,135,2,high_level
31801,Female,11,1122,113,1,1,1,1,111,132,2,high_level
15514,Male,11,1122,113,1,1,1,3,120,111,2,low_level
56793,Female,4,1110,114,1,1,1,1,111,122,1,high_level
23002,Female,8,1132,114,1,1,1,3,111,132,4,high_level
59995,Female,6,1131,112,1,1,1,5,112,137,1,low_level
50411,Male,9,1122,113,1,1,1,3,111,131,2,high_level
10600,Female,7,1122,114,1,1,1,5,111,136,2,low_level
34804,Male,11,1121,112,1,1,1,2,111,122,2,high_level
7693,Female,6,1121,112,1,1,1,3,111,138,2,low_level
54572,Male,9,1122,114,1,1,1,2,120,131,2,low_level
52177,Female,10,1122,113,1,1,1,2,111,131,2,high_level
13210,Male,9,1122,113,1,1,1,3,111,131,2,low_level
5711,Female,9,1122,113,1,1,1,2,111,138,2,high_level
5624,Female,6,1121,112,1,1,1,5,111,137,2,low_level
4674,Female,11,1131,112,1,1,1,3,111,135,4,high_level
17745,Female,5,1110,112,1,1,1,3,111,131,1,high_level
696,Female,11,1121,112,1,1,1,2,120,131,2,low_level
23433,Female,10,1122,125,1,1,1,5,111,137,2,low_level
2833,Male,9,1122,114,1,1,1,4,111,131,2,low_level
15492,Female,11,1122,113,1,1,1,3,111,124,2,high_level
39613,Female,6,1131,112,1,1,1,5,111,137,1,low_level
54018,Male,10,1122,114,1,1,1,3,120,111,2,low_level
48249,Female,10,1121,112,1,1,1,5,111,137,2,low_level
34457,Male,11,1122,114,1,1,1,5,111,138,2,low_level
55873,Male,10,1122,126,1,1,1,5,111,136,2,low_level
19971,Male,9,1132,113,1,1,1,3,111,136,1,high_level
50435,Male,4,1110,114,1,1,1,1,112,131,1,high_level
4829,Female,12,1121,112,1,1,1,1,111,138,2,high_level
31358,Male,10,1131,112,1,1,1,5,111,137,1,low_level
44972,Female,5,1110,114,1,1,1,2,111,131,1,high_level
54474,Female,10,1122,125,1,1,1,3,111,138,2,low_level
3485,Male,12,1122,114,1,1,1,5,111,138,2,low_level
6290,Male,15,1121,112,1,1,1,3,111,135,2,high_level
27365,Male,11,1122,114,1,1,2,3,111,135,2,low_level
33203,Male,8,1122,114,1,1,1,3,111,131,2,low_level
22796,Male,10,1122,114,1,1,1,3,120,131,2,low_level
60316,Male,5,1110,114,1,1,1,3,112,135,1,low_level
46007,Male,12,1121,112,1,1,1,1,120,111,2,low_level
53723,Female,7,1122,113,1,1,1,5,111,136,2,low_level
5134,Female,10,1121,112,1,1,1,2,111,138,2,high_level
24149,Female,7,1121,112,1,1,1,5,111,136,2,low_level
33003,Female,5,1210,111,1,1,1,4,112,133,1,high_level
22827,Female,10,1140,114,1,1,1,2,111,136,2,high_level
42499,Female,9,1122,114,1,1,1,3,111,122,2,low_level
17217,Male,7,1121,112,1,1,1,3,111,135,2,high_level
29945,Female,9,1122,114,1,1,1,3,111,138,2,high_level
47721,Male,8,1122,125,1,1,1,2,111,122,2,high_level
57300,Male,10,1122,125,1,1,1,5,111,122,2,low_level
21170,Female,4,1110,114,1,1,1,2,111,131,1,high_level
37975,Male,12,1122,113,1,1,1,5,111,137,2,low_level
50249,Female,8,1122,114,1,1,1,5,111,137,2,low_level
8936,Female,11,1121,112,1,1,1,2,111,131,2,high_level
15009,Male,5,1110,125,1,1,1,3,112,131,1,high_level
4467,Male,9,1122,126,1,1,1,3,111,136,2,low_level
33425,Female,5,1121,112,1,1,1,1,112,131,2,high_level
11171,Male,4,1110,114,1,1,1,2,112,131,1,high_level
53604,Male,5,1210,111,1,1,1,3,112,132,1,high_level
4036,Female,9,1122,125,1,1,1,3,111,134,2,high_level
27192,Female,10,1122,114,1,1,1,5,111,138,2,high_level
1203,Male,6,1121,112,1,1,1,3,111,124,2,low_level
58032,Female,8,1122,114,1,1,1,5,111,139,2,high_level
20974,Male,7,1122,114,1,1,1,5,111,135,2,low_level
12614,Male,7,1210,111,1,1,1,5,111,137,1,low_level
23577,Male,6,1122,113,1,1,1,2,111,122,2,high_level
8857,Male,9,1131,112,1,1,1,3,111,136,1,high_level
24447,Male,8,1122,113,1,1,1,3,111,136,2,high_level
23183,Female,7,1122,113,1,1,1,2,111,131,2,high_level
717,Male,10,1122,126,1,1,1,3,111,122,2,low_level
56880,Male,12,1121,112,1,1,1,5,111,137,2,low_level
50341,Female,9,1122,113,1,1,1,1,111,132,2,high_level
16243,Female,4,1110,114,1,1,1,3,112,131,1,high_level
6030,Male,12,1122,125,1,1,1,2,111,134,2,low_level
57940,Male,11,1210,111,1,1,1,5,111,137,1,low_level
11296,Male,7,1131,112,1,1,3,5,111,135,1,low_level
50498,Male,6,1131,112,1,1,1,1,111,133,1,high_level
28156,Male,7,1122,114,1,1,1,5,111,137,2,low_level
47077,Female,6,1131,112,1,1,1,3,111,131,1,high_level
27376,Male,6,1210,111,1,1,1,5,112,138,1,low_level
5255,Male,6,1121,112,1,1,1,5,111,138,2,low_level
38272,Male,9,1122,114,1,1,1,5,111,138,2,low_level
29243,Male,13,1121,112,1,1,1,3,111,131,2,low_level
44590,Female,12,1140,112,1,1,1,2,111,131,3,high_level
37668,Male,8,1122,125,1,1,1,5,111,122,2,low_level
19242,Male,7,1210,111,1,1,1,3,111,139,1,high_level
37085,Female,5,1131,112,1,1,2,3,111,131,1,high_level
41574,Female,12,1121,112,1,1,1,5,111,137,2,low_level
31362,Female,6,1131,113,1,1,1,5,111,134,1,high_level
46389,Female,10,1131,112,1,1,1,5,111,133,1,high_level
3774,Male,10,1210,111,1,1,1,4,111,135,4,low_level
9082,Female,6,1131,112,1,1,2,3,111,122,1,high_level
52235,Male,9,1122,114,1,1,1,5,111,135,2,low_level
45359,Female,9,1122,114,1,1,1,2,111,131,2,high_level
34434,Male,5,1110,113,1,1,1,3,111,131,1,high_level
53959,Male,10,1122,113,1,1,1,3,111,132,2,high_level
8328,Male,9,1131,112,1,1,1,5,111,122,1,low_level
31803,Female,9,1122,125,1,1,1,3,111,138,2,high_level
16005,Female,4,1110,112,1,1,1,2,112,132,1,high_level
30626,Female,10,1210,111,1,1,1,2,111,131,4,high_level
28754,Male,11,1121,112,1,1,1,5,111,135,2,low_level
4424,Male,4,1110,114,1,1,1,2,112,132,1,high_level
50218,Male,9,1122,113,1,1,1,3,120,111,2,low_level
11056,Female,9,1122,113,1,1,1,2,111,134,2,high_level
56374,Male,12,1122,113,1,1,1,5,111,122,2,low_level
9389,Female,10,1122,113,1,1,1,2,111,122,2,high_level
5677,Male,10,1121,112,1,1,1,3,111,124,2,low_level
3212,Female,8,1122,114,1,1,1,3,111,139,2,high_level
46490,Female,9,1122,125,1,1,1,3,111,138,2,low_level
59988,Male,10,1132,125,1,1,1,3,120,131,1,low_level
48123,Female,5,1131,112,1,1,1,3,112,133,1,high_level
2170,Female,8,1121,112,1,1,1,3,111,122,2,high_level
3095,Female,11,1220,112,1,1,1,3,111,138,1,high_level
37402,Male,7,1122,113,1,1,1,3,111,122,2,high_level
14401,Female,8,1122,114,1,1,1,3,111,131,2,high_level
44593,Female,10,1210,111,1,1,1,3,111,138,4,low_level
59146,Male,9,1122,126,1,1,3,1,111,135,2,high_level
17664,Male,8,1122,114,1,2,1,5,111,138,2,low_level
977,Male,11,1121,112,1,1,1,2,120,132,2,low_level
15819,Female,6,1122,113,1,1,1,3,111,134,2,high_level
11069,Male,8,1122,113,2,3,3,1,111,131,2,high_level
30442,Female,12,1121,112,1,1,1,1,111,122,2,high_level
18627,Male,11,1122,114,1,1,1,5,111,137,2,low_level
53627,Female,5,1131,112,2,1,1,5,111,138,1,high_level
58071,Male,6,1210,111,1,1,1,5,111,135,1,low_level
60146,Female,8,1122,113,1,1,1,3,111,138,2,high_level
53673,Male,4,1110,113,1,1,1,2,112,131,1,high_level
59469,Female,9,1122,113,1,1,1,1,111,135,2,high_level
25093,Female,6,1131,112,1,1,1,3,111,133,1,low_level
38304,Male,11,1122,113,1,1,1,3,111,122,2,high_level
22307,Female,10,1122,125,1,1,1,5,111,136,2,high_level
38182,Female,10,1121,112,1,1,1,5,111,138,2,high_level
21854,Male,8,1122,125,1,1,3,1,111,135,2,high_level
27843,Male,5,1110,114,1,1,1,3,111,135,1,high_level
24599,Male,5,1110,113,1,1,1,3,111,131,1,high_level
36422,Female,7,1122,113,1,1,1,5,111,137,2,low_level
14088,Female,6,1122,113,1,1,1,3,111,131,2,high_level
15432,Male,6,1210,111,1,1,1,5,111,135,2,low_level
43824,Female,15,1121,112,1,1,1,1,111,132,2,high_level
18479,Female,9,1210,111,1,1,1,2,111,131,4,high_level
34826,Male,9,1122,114,1,1,1,5,111,138,2,low_level
44311,Male,8,1121,112,1,1,1,5,111,135,2,low_level
9796,Female,6,1131,112,1,1,1,3,111,131,1,high_level
23064,Female,5,1131,112,1,1,1,5,112,133,1,high_level
50139,Female,8,1122,114,1,1,1,2,111,135,2,high_level
54807,Female,10,1140,112,1,1,2,2,111,138,4,high_level
34557,Male,4,1131,112,1,1,1,3,112,133,1,high_level
45454,Female,5,1131,112,1,1,1,1,111,131,4,high_level
18741,Male,9,1220,112,1,1,1,2,120,111,1,low_level
4345,Male,10,1122,114,1,1,1,5,111,135,2,low_level
26326,Male,4,1110,114,1,1,1,3,112,131,1,high_level
4053,Female,9,1121,112,1,1,1,2,111,134,2,high_level
17487,Male,9,1122,114,1,1,1,3,111,136,2,low_level
31004,Male,4,1110,126,1,1,1,2,112,132,1,high_level
2271,Female,4,1110,126,1,1,1,2,112,131,1,high_level
48272,Female,9,1122,114,1,1,1,3,111,133,2,high_level
11656,Male,12,1121,112,1,1,1,3,111,136,2,high_level
139,Female,9,1122,113,1,1,1,5,111,137,2,low_level
23539,Female,4,1110,126,1,1,1,3,112,139,1,high_level
7029,Female,9,1122,114,1,1,1,1,120,138,2,low_level
40215,Male,11,1220,126,1,1,1,3,111,136,2,high_level
1737,Male,12,1122,113,1,1,1,1,111,131,2,low_level
9951,Female,9,1122,113,1,1,1,3,111,137,2,low_level
10475,Male,10,1131,112,1,1,1,5,111,122,1,low_level
58429,Male,13,1122,113,1,1,1,3,120,111,2,low_level
45675,Male,4,1110,126,1,1,3,1,111,139,1,high_level
5299,Male,9,1110,113,1,1,1,3,120,111,1,low_level
43488,Male,12,1122,113,1,1,1,3,111,135,2,low_level
24272,Male,10,1121,112,1,1,1,1,111,122,2,low_level
3394,Male,7,1131,112,2,1,1,5,111,131,1,low_level
37642,Female,5,1210,111,1,1,1,5,112,137,1,low_level
24595,Male,9,1210,111,1,1,1,5,111,137,1,low_level
36633,Female,4,1110,114,1,1,1,3,112,132,1,high_level
28566,Female,9,1132,114,1,1,1,5,120,139,1,high_level
17368,Male,6,1110,112,1,1,3,5,111,131,1,low_level
38147,Female,9,1131,112,1,3,3,2,111,135,1,high_level
42299,Female,8,1122,125,1,1,1,3,111,138,2,high_level
17785,Female,8,1121,112,1,1,1,3,111,135,2,low_level
13615,Male,9,1122,125,1,1,1,5,111,131,2,low_level
18922,Female,10,1121,112,1,1,3,5,111,137,2,low_level
38205,Female,11,1122,113,1,1,1,2,111,131,2,high_level
30246,Female,7,1122,113,1,1,1,2,111,138,2,high_level
12202,Female,9,1210,111,1,1,1,5,111,137,1,high_level
42571,Male,5,1131,112,1,1,3,2,111,131,1,high_level
22634,Male,9,1122,114,1,1,1,3,111,135,2,high_level
19974,Female,5,1110,125,1,1,2,3,111,135,1,high_level
11684,Male,6,1122,113,1,1,1,5,111,135,2,low_level
37672,Male,7,1122,113,1,1,1,3,111,134,2,low_level
16207,Female,6,1131,112,1,1,1,3,111,131,1,high_level
55807,Female,7,1122,114,1,1,1,3,111,134,2,high_level
5685,Female,5,1131,112,1,1,1,2,111,122,1,high_level
3744,Female,5,1131,112,1,1,1,2,111,135,1,high_level
11149,Female,4,1110,114,1,1,2,2,111,131,1,high_level
1390,Female,8,1122,125,1,1,1,5,111,137,2,low_level
28626,Female,9,1122,114,1,2,2,4,111,139,2,low_level
10151,Female,7,1210,111,1,1,1,3,111,133,1,high_level
8190,Female,9,1210,111,1,1,1,3,111,138,4,high_level
13775,Female,9,1121,112,1,1,1,2,111,131,2,high_level
8095,Female,11,1121,112,1,1,1,3,111,138,2,low_level
5706,Female,10,1121,112,1,1,1,5,111,133,2,high_level
14714,Female,6,1140,113,1,1,1,3,111,135,1,high_level
26133,Male,8,1122,114,1,1,3,0,111,137,2,high_level
30067,Male,12,1121,112,1,1,1,2,111,136,2,high_level
29829,Male,4,1110,113,1,1,1,2,112,131,1,high_level
25862,Male,15,1131,112,1,1,1,5,120,135,4,low_level
47011,Female,11,1210,111,1,1,1,1,111,135,3,high_level
58899,Male,10,1122,113,1,1,1,4,111,137,2,high_level
51466,Female,10,1140,113,1,1,1,3,111,131,4,high_level
26364,Female,6,1131,112,1,1,1,3,111,135,1,low_level
11715,Male,9,1122,113,1,1,1,4,111,131,2,low_level
22603,Male,7,1122,114,1,1,1,3,111,122,2,high_level
53495,Female,10,1122,125,1,1,1,5,111,137,2,low_level
59575,Male,11,1122,125,1,1,1,5,111,136,2,low_level
52301,Male,7,1132,113,1,1,1,3,111,131,1,low_level
914,Male,11,1122,113,1,1,1,1,111,124,2,low_level
21636,Male,9,1122,114,1,1,1,5,111,122,2,low_level
9364,Female,10,1122,113,1,1,1,3,111,138,2,high_level
24688,Male,8,1122,114,1,1,1,3,111,131,2,high_level
39137,Female,7,1121,112,1,1,1,3,111,122,2,low_level
46683,Male,12,1121,112,1,1,1,3,111,136,2,high_level
19006,Female,8,1122,114,1,1,3,5,111,133,2,low_level
45485,Female,12,1121,112,1,1,1,3,111,133,2,high_level
44334,Female,6,1210,111,1,1,1,5,111,137,1,low_level
10257,Female,11,1122,113,1,1,1,2,120,111,2,low_level
49926,Female,10,1122,113,1,1,1,2,111,139,2,high_level
18826,Male,13,1121,112,1,1,1,3,111,137,2,high_level
56115,Female,6,1121,112,1,1,1,1,111,131,2,high_level
30917,Male,7,1210,111,2,1,1,5,111,135,1,low_level
16667,Female,10,1122,113,1,1,1,2,111,137,2,high_level
41692,Female,4,1110,113,1,1,1,3,112,131,1,low_level
54712,Female,9,1122,114,1,2,2,5,111,122,2,low_level
7474,Female,11,1121,112,1,1,1,5,111,137,2,low_level
1021,Male,9,1122,125,1,1,3,3,111,131,2,high_level
11514,Male,12,1122,113,1,1,1,3,111,137,2,low_level
11014,Female,6,1122,113,1,1,1,5,111,137,2,low_level
3109,Female,7,1121,112,1,1,1,4,111,133,2,low_level
60348,Female,9,1122,114,1,1,1,3,120,111,2,low_level
8114,Male,10,1210,111,1,1,1,5,111,137,4,low_level
32350,Male,11,1122,113,1,1,1,3,111,131,2,low_level
9006,Female,10,1122,114,1,1,1,1,111,138,2,high_level
43526,Male,11,1122,113,1,1,1,3,120,111,2,low_level
42425,Male,8,1122,114,1,1,1,5,111,138,2,low_level
15714,Male,11,1122,114,1,2,2,1,120,139,2,low_level
1880,Female,7,1122,114,1,1,3,3,111,138,2,high_level
57309,Male,4,1110,126,1,1,1,2,111,139,1,high_level
60122,Male,9,1122,114,1,1,1,3,111,137,2,high_level
7527,Female,8,1122,114,1,1,1,2,111,131,2,high_level
26507,Female,9,1122,125,1,1,1,1,111,135,2,high_level
48935,Male,8,1122,125,1,1,3,2,120,132,2,low_level
10360,Male,11,1121,112,1,1,1,5,111,139,2,low_level
54621,Female,10,1131,112,1,1,1,5,111,138,1,low_level
32075,Male,11,1122,113,1,1,1,5,111,122,2,low_level
30963,Female,11,1122,113,1,1,1,5,111,137,2,low_level
32890,Female,10,1132,114,1,1,1,3,111,138,1,low_level
26674,Female,12,1210,111,1,1,1,1,111,135,4,low_level
29798,Female,10,1210,111,1,1,1,5,111,137,3,low_level
60138,Male,8,1122,114,1,1,1,1,111,124,2,high_level
29150,Male,6,1122,126,2,2,2,3,111,135,2,high_level
46758,Female,6,1121,112,1,1,1,2,111,135,2,high_level
49847,Female,8,1122,113,1,1,1,3,111,135,2,high_level
50425,Male,7,1122,114,1,1,1,3,111,133,2,low_level
20388,Female,7,1121,112,1,1,1,3,111,122,2,high_level
53397,Male,4,1110,113,1,1,1,2,111,139,1,high_level
10351,Female,9,1122,113,1,1,1,2,111,135,2,high_level
18884,Female,10,1122,114,1,2,2,3,111,131,2,high_level
20110,Female,5,1110,112,1,1,1,3,111,122,1,high_level
51042,Male,8,1122,114,1,1,1,3,111,131,2,low_level
53328,Male,11,1122,114,1,1,1,5,111,137,2,low_level
5678,Male,9,1122,114,1,1,1,2,111,131,2,high_level
14729,Male,4,1110,125,1,1,1,2,111,131,1,high_level
42012,Female,6,1210,111,1,1,1,5,112,136,1,low_level
43414,Male,7,1210,111,2,1,1,5,120,135,1,low_level
7398,Male,5,1121,113,1,3,3,3,111,135,2,high_level
47646,Female,9,1122,114,1,1,3,5,111,136,2,low_level
3812,Female,8,1122,114,1,1,1,3,120,131,2,low_level
52505,Male,11,1122,113,1,1,1,3,111,131,2,high_level
7122,Male,5,1110,114,1,1,1,3,112,133,1,high_level
29815,Male,12,1121,112,1,1,1,2,120,111,2,low_level
