,id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_jail,c_charge_degree,is_recid,two_year_recid
2320,3535,Male,32,25 - 45,Caucasian,0,0,0,2,1.0,F,0,0
2888,4416,Male,58,Greater than 45,Caucasian,0,0,0,3,2.0,F,0,0
344,511,Male,33,25 - 45,Other,0,0,0,3,3.0,F,0,0
4419,6741,Male,21,Less than 25,African-American,0,0,0,1,1.0,M,0,0
1502,2300,Male,55,Greater than 45,Caucasian,0,0,0,13,1.0,F,1,1
3645,5567,Female,33,25 - 45,African-American,0,0,0,0,2.0,F,0,0
1409,2157,Female,21,Less than 25,African-American,0,0,0,1,2.0,M,1,1
6002,9166,Male,22,Less than 25,African-American,0,0,0,0,1.0,F,0,0
62,91,Male,38,25 - 45,Caucasian,0,0,0,4,2.0,M,1,1
4001,6103,Male,21,Less than 25,African-American,0,0,1,1,1.0,F,1,1
2157,3300,Male,48,Greater than 45,Caucasian,0,0,0,13,74.0,F,1,1
2811,4298,Female,54,Greater than 45,Hispanic,0,0,0,2,0.0,M,0,0
2734,4171,Male,21,Less than 25,African-American,0,0,0,0,2.0,F,0,0
3499,5352,Male,24,Less than 25,African-American,0,0,0,0,1.0,M,1,1
3535,5404,Female,36,25 - 45,African-American,0,0,0,2,1.0,M,0,0
5155,7852,Male,28,25 - 45,Caucasian,0,0,0,3,0.0,M,1,1
6065,9249,Male,33,25 - 45,Other,0,0,0,0,11.0,M,0,0
1498,2293,Male,40,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
1522,2332,Male,56,Greater than 45,Caucasian,0,0,0,0,0.0,F,0,0
6645,10134,Male,25,25 - 45,Hispanic,0,0,0,6,40.0,M,1,1
5418,8257,Male,34,25 - 45,African-American,0,0,0,8,1.0,M,1,0
7013,10677,Male,29,25 - 45,African-American,0,0,0,10,29.0,F,1,1
4626,7070,Male,22,Less than 25,African-American,0,0,0,2,50.0,F,0,0
3130,4780,Male,23,Less than 25,Caucasian,0,0,0,2,8.0,F,0,0
527,807,Male,23,Less than 25,Caucasian,0,0,0,0,1.0,M,0,0
6170,9405,Female,38,25 - 45,African-American,0,0,0,7,39.0,F,1,1
3874,5912,Male,42,25 - 45,Hispanic,0,0,0,1,118.0,F,0,0
7189,10967,Male,34,25 - 45,African-American,0,0,0,3,2.0,M,1,1
169,257,Male,23,Less than 25,Hispanic,0,0,0,0,0.0,F,0,0
5567,8478,Male,34,25 - 45,Caucasian,0,1,0,15,1.0,F,0,0
4462,6809,Male,29,25 - 45,African-American,0,0,0,0,1.0,F,0,0
1536,2355,Male,20,Less than 25,African-American,0,0,0,0,3.0,M,1,1
1686,2568,Male,48,Greater than 45,African-American,0,0,0,14,142.0,F,1,1
5344,8146,Male,30,25 - 45,African-American,0,0,0,1,0.0,F,0,0
1068,1640,Male,50,Greater than 45,Caucasian,0,0,0,2,0.0,M,0,0
3233,4947,Male,21,Less than 25,African-American,0,1,1,3,18.0,M,1,1
7008,10672,Female,47,Greater than 45,African-American,0,0,0,4,1.0,M,0,0
5478,8349,Male,31,25 - 45,African-American,0,0,0,2,2.0,F,0,0
1730,2625,Male,51,Greater than 45,Hispanic,0,0,0,3,2.0,M,0,0
2040,3114,Male,41,25 - 45,Asian,0,0,0,2,162.0,F,1,1
2410,3674,Female,32,25 - 45,African-American,0,0,0,0,1.0,F,0,0
4624,7067,Male,22,Less than 25,Caucasian,0,1,0,2,1.0,F,1,1
97,148,Female,54,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
5387,8212,Male,33,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
4680,7151,Male,42,25 - 45,African-American,0,1,0,5,0.0,F,1,1
1626,2487,Male,32,25 - 45,African-American,0,0,0,1,20.0,F,1,1
6539,9970,Male,34,25 - 45,African-American,3,1,0,13,1.0,F,1,1
4552,6957,Male,27,25 - 45,African-American,0,0,0,3,9.0,F,1,1
1406,2154,Male,21,Less than 25,Other,0,0,0,0,2.0,F,0,0
694,1056,Male,47,Greater than 45,Caucasian,0,0,0,2,2.0,F,1,1
2920,4459,Male,21,Less than 25,African-American,0,0,0,1,13.0,F,0,0
6669,10174,Male,44,25 - 45,Caucasian,0,0,0,0,21.0,F,1,1
3999,6100,Male,34,25 - 45,Caucasian,0,0,0,0,1.0,F,1,1
4988,7593,Male,41,25 - 45,Hispanic,0,0,0,1,0.0,F,1,1
3166,4840,Male,25,25 - 45,Hispanic,0,0,0,1,0.0,M,1,1
5861,8936,Male,27,25 - 45,African-American,0,0,0,0,1.0,M,0,0
3553,5432,Male,56,Greater than 45,Caucasian,0,0,0,9,20.0,M,1,1
650,995,Male,31,25 - 45,African-American,0,0,0,0,2.0,F,1,1
2915,4451,Male,49,Greater than 45,Caucasian,0,0,0,1,4.0,M,0,0
5414,8251,Female,38,25 - 45,Other,0,0,0,0,1.0,F,0,0
1862,2829,Male,25,25 - 45,Hispanic,0,0,1,1,1.0,F,0,0
6050,9232,Male,29,25 - 45,Caucasian,0,0,0,3,1.0,F,1,1
5804,8844,Male,31,25 - 45,Hispanic,0,1,0,19,1.0,F,1,1
2690,4105,Male,33,25 - 45,Caucasian,0,0,0,7,1.0,F,1,1
3186,4876,Male,50,Greater than 45,Other,0,0,0,5,91.0,F,0,0
6703,10225,Male,34,25 - 45,Other,0,0,0,0,2.0,F,0,0
3069,4682,Male,27,25 - 45,Caucasian,0,0,0,1,1.0,M,0,0
6761,10313,Male,32,25 - 45,African-American,1,0,2,4,4.0,F,0,0
2095,3200,Male,35,25 - 45,African-American,0,0,0,1,1.0,F,1,1
1917,2910,Male,42,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
5936,9058,Male,24,Less than 25,Caucasian,0,0,0,8,1.0,F,1,1
357,531,Male,26,25 - 45,African-American,0,0,1,6,4.0,M,1,1
82,122,Male,30,25 - 45,African-American,0,0,0,8,1.0,M,1,1
433,653,Male,24,Less than 25,Caucasian,0,1,1,3,0.0,F,1,1
2286,3481,Female,27,25 - 45,African-American,0,0,0,2,1.0,M,1,1
7071,10783,Male,66,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
1363,2093,Female,33,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
4847,7387,Male,43,25 - 45,Caucasian,0,0,0,12,52.0,F,0,0
4136,6314,Male,20,Less than 25,Caucasian,0,0,1,0,1.0,F,1,1
5035,7669,Male,43,25 - 45,African-American,0,0,0,0,0.0,M,0,0
3643,5563,Male,33,25 - 45,Caucasian,0,0,0,0,0.0,F,1,1
6830,10413,Male,49,Greater than 45,African-American,0,0,0,1,0.0,M,0,0
6184,9433,Female,43,25 - 45,African-American,0,0,0,0,1.0,M,0,0
6192,9441,Male,33,25 - 45,African-American,0,0,0,5,1.0,M,1,1
696,1058,Male,28,25 - 45,African-American,0,0,0,2,6.0,M,0,0
6432,9810,Male,32,25 - 45,African-American,0,0,1,8,1.0,F,0,0
3701,5655,Female,25,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
155,238,Female,32,25 - 45,African-American,0,0,0,4,7.0,F,1,1
791,1202,Male,32,25 - 45,African-American,0,0,1,22,0.0,F,1,1
3928,5989,Female,44,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
3438,5259,Male,50,Greater than 45,Hispanic,0,0,0,9,29.0,M,1,1
2876,4400,Male,73,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
5325,8120,Male,37,25 - 45,African-American,3,0,0,12,52.0,M,0,0
6374,9730,Male,30,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
1519,2327,Male,47,Greater than 45,African-American,4,0,1,14,1.0,F,1,1
5677,8653,Male,59,Greater than 45,Hispanic,0,0,0,0,2.0,F,0,0
820,1240,Male,29,25 - 45,African-American,0,1,0,16,17.0,F,0,0
6255,9542,Male,20,Less than 25,African-American,0,0,0,2,33.0,F,1,1
4498,6870,Male,32,25 - 45,Caucasian,0,0,0,11,141.0,F,0,0
5420,8259,Male,58,Greater than 45,African-American,0,0,0,0,2.0,F,0,0
1035,1590,Male,43,25 - 45,African-American,0,0,0,0,1.0,M,1,1
6194,9443,Male,36,25 - 45,African-American,0,2,0,17,15.0,F,1,1
1703,2589,Female,34,25 - 45,Hispanic,0,0,0,5,1.0,F,0,0
7144,10907,Female,30,25 - 45,Caucasian,0,0,0,3,1.0,F,0,0
492,750,Male,29,25 - 45,Caucasian,0,0,0,6,18.0,F,1,1
560,856,Male,41,25 - 45,Caucasian,0,0,0,1,6.0,F,0,0
41,57,Male,51,Greater than 45,African-American,0,0,0,2,1.0,M,0,0
5236,7986,Female,22,Less than 25,African-American,0,0,0,0,7.0,F,1,1
4056,6180,Male,23,Less than 25,African-American,0,0,0,2,100.0,M,1,1
1925,2923,Male,36,25 - 45,Other,0,0,0,0,0.0,M,0,0
6238,9523,Male,30,25 - 45,African-American,0,0,0,2,1.0,F,1,1
5402,8232,Female,26,25 - 45,African-American,0,0,0,6,3.0,F,1,1
6385,9743,Male,31,25 - 45,African-American,0,0,0,1,1.0,F,0,0
6855,10446,Male,23,Less than 25,African-American,0,0,0,0,1.0,F,0,0
3945,6013,Male,29,25 - 45,Caucasian,0,0,0,2,23.0,F,0,0
5595,8524,Male,29,25 - 45,African-American,0,0,0,4,1.0,M,1,0
185,278,Male,23,Less than 25,African-American,0,0,0,0,1.0,M,1,1
4233,6466,Male,53,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
3615,5522,Female,26,25 - 45,Other,0,0,0,1,1.0,M,0,0
6290,9600,Male,38,25 - 45,Caucasian,1,0,0,10,0.0,F,1,1
6240,9526,Female,21,Less than 25,Caucasian,0,0,0,1,0.0,F,1,0
2071,3162,Male,29,25 - 45,Caucasian,0,0,1,7,28.0,M,1,1
6026,9200,Male,39,25 - 45,Other,0,0,0,1,0.0,F,0,0
2511,3824,Male,27,25 - 45,African-American,0,0,0,2,9.0,M,1,1
1454,2226,Male,31,25 - 45,Caucasian,1,0,0,2,4.0,M,1,1
1269,1939,Male,21,Less than 25,Caucasian,0,0,0,0,0.0,F,1,1
2698,4119,Male,56,Greater than 45,Caucasian,0,0,0,7,194.0,F,1,1
3882,5924,Male,28,25 - 45,African-American,0,0,0,7,0.0,M,1,1
5316,8111,Male,27,25 - 45,African-American,0,0,0,4,34.0,F,1,1
2574,3934,Male,52,Greater than 45,African-American,0,0,0,7,182.0,F,1,0
3930,5992,Male,24,Less than 25,African-American,0,0,0,1,1.0,M,0,0
6751,10299,Male,41,25 - 45,African-American,0,0,0,1,2.0,M,0,0
7073,10786,Female,49,Greater than 45,Caucasian,0,0,0,2,82.0,M,0,0
2281,3474,Male,36,25 - 45,Caucasian,0,0,0,4,8.0,F,1,1
356,530,Male,21,Less than 25,Caucasian,0,0,0,2,2.0,F,0,0
5455,8308,Male,27,25 - 45,African-American,1,0,0,6,1.0,F,1,1
3421,5225,Male,24,Less than 25,African-American,0,0,0,1,1.0,F,1,1
6958,10589,Male,21,Less than 25,African-American,0,0,0,5,1.0,M,1,1
4535,6931,Male,31,25 - 45,African-American,0,0,0,0,4.0,M,0,0
2921,4461,Male,64,Greater than 45,Caucasian,0,0,0,8,1.0,F,0,0
4427,6756,Male,32,25 - 45,Caucasian,0,0,0,0,6.0,F,1,1
6885,10491,Male,29,25 - 45,Caucasian,0,0,0,1,1.0,M,0,0
3963,6044,Male,19,Less than 25,African-American,0,0,0,3,2.0,F,1,1
3789,5785,Male,33,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5415,8253,Male,29,25 - 45,African-American,0,0,0,0,2.0,M,0,0
1539,2360,Male,22,Less than 25,Hispanic,0,0,0,2,1.0,F,0,0
1424,2181,Male,30,25 - 45,African-American,2,0,0,20,317.0,F,1,1
6729,10262,Male,27,25 - 45,Other,0,0,0,0,1.0,M,0,0
6421,9797,Male,30,25 - 45,African-American,0,0,0,2,0.0,F,1,1
6174,9413,Male,34,25 - 45,African-American,0,0,0,16,1.0,F,1,1
2319,3534,Male,56,Greater than 45,Caucasian,0,0,0,1,3.0,M,0,0
70,101,Male,45,Greater than 45,Hispanic,0,0,0,6,242.0,F,1,1
1160,1777,Female,21,Less than 25,African-American,1,2,2,3,59.0,F,1,0
6788,10351,Female,25,25 - 45,African-American,0,0,0,0,2.0,M,1,1
3016,4609,Male,50,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
657,1002,Male,22,Less than 25,African-American,0,1,0,3,1.0,F,0,0
4360,6652,Male,25,25 - 45,African-American,0,0,0,4,1.0,F,1,1
5605,8543,Male,20,Less than 25,African-American,0,1,0,1,1.0,F,1,1
6579,10036,Male,26,25 - 45,African-American,0,0,0,9,2.0,M,1,1
3556,5435,Male,24,Less than 25,Other,0,0,0,2,3.0,M,1,1
5223,7968,Male,41,25 - 45,African-American,0,0,0,14,0.0,F,1,1
786,1195,Female,37,25 - 45,African-American,0,0,0,3,28.0,F,0,0
2037,3111,Male,28,25 - 45,African-American,4,0,0,6,0.0,M,0,0
5655,8621,Male,34,25 - 45,African-American,0,0,0,1,1.0,F,0,0
1488,2282,Male,32,25 - 45,African-American,0,0,0,2,0.0,F,0,0
6707,10230,Male,59,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
280,409,Male,35,25 - 45,African-American,0,0,0,2,0.0,F,0,0
5829,8881,Male,40,25 - 45,African-American,0,0,0,0,4.0,F,1,1
326,484,Male,27,25 - 45,Caucasian,0,0,0,8,68.0,F,0,0
4255,6495,Male,29,25 - 45,Asian,0,0,0,0,1.0,F,0,0
707,1072,Male,28,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5384,8209,Male,28,25 - 45,Asian,0,0,0,9,37.0,F,1,0
6094,9287,Male,24,Less than 25,African-American,0,0,0,8,50.0,F,1,1
6786,10348,Male,24,Less than 25,African-American,0,0,0,1,0.0,M,0,0
780,1186,Male,24,Less than 25,Caucasian,0,0,0,1,1.0,M,1,1
4294,6550,Male,56,Greater than 45,African-American,0,0,0,12,2.0,F,1,1
4087,6227,Female,23,Less than 25,African-American,0,0,0,2,0.0,F,1,1
6551,9988,Female,40,25 - 45,African-American,0,0,0,1,1.0,F,0,0
3394,5188,Male,27,25 - 45,African-American,0,4,4,9,1.0,F,1,1
5171,7884,Male,39,25 - 45,Caucasian,0,0,0,17,35.0,F,1,1
2222,3392,Male,48,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
4313,6580,Male,49,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
5842,8905,Male,52,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
4424,6751,Male,35,25 - 45,Caucasian,0,0,0,2,2.0,F,1,1
3304,5061,Female,21,Less than 25,African-American,0,0,0,1,1.0,F,1,1
592,901,Male,27,25 - 45,African-American,0,0,0,0,1.0,M,0,0
4238,6471,Male,47,Greater than 45,Caucasian,0,0,0,28,34.0,F,1,1
5411,8248,Male,28,25 - 45,Caucasian,0,0,0,5,26.0,M,1,1
4497,6866,Female,23,Less than 25,African-American,0,1,0,1,0.0,M,0,0
2001,3038,Female,64,Greater than 45,Caucasian,0,0,0,7,76.0,M,0,0
7044,10735,Male,63,Greater than 45,African-American,0,0,0,1,2.0,F,0,0
1396,2141,Male,37,25 - 45,Caucasian,0,0,0,0,1.0,F,1,1
4314,6583,Male,31,25 - 45,African-American,0,0,0,0,1.0,F,0,0
1348,2070,Male,32,25 - 45,African-American,0,0,0,2,109.0,M,0,0
4969,7564,Male,25,25 - 45,Caucasian,0,0,0,3,58.0,F,0,0
2371,3619,Male,39,25 - 45,African-American,0,0,0,4,7.0,F,0,0
4266,6508,Female,35,25 - 45,African-American,0,0,0,5,1.0,F,0,0
1932,2931,Male,40,25 - 45,African-American,0,0,0,0,1.0,F,0,0
2714,4141,Male,37,25 - 45,African-American,0,0,0,5,0.0,F,0,0
5272,8041,Male,27,25 - 45,Hispanic,0,0,1,6,1.0,F,1,1
3343,5122,Male,22,Less than 25,African-American,0,4,0,7,11.0,F,1,1
403,609,Male,68,Greater than 45,Caucasian,0,0,0,2,1.0,F,0,0
5531,8426,Male,55,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
6083,9272,Female,59,Greater than 45,Caucasian,0,0,0,1,60.0,F,0,0
2105,3215,Male,52,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
143,222,Female,43,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
3034,4634,Male,27,25 - 45,Caucasian,0,0,0,0,0.0,M,1,1
1711,2604,Male,34,25 - 45,African-American,0,0,0,7,0.0,F,1,1
220,327,Male,51,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
1352,2075,Female,24,Less than 25,Caucasian,0,0,0,0,24.0,M,0,0
1931,2930,Male,29,25 - 45,African-American,0,0,0,10,109.0,M,1,1
3336,5114,Male,50,Greater than 45,Caucasian,0,0,0,26,1.0,F,1,1
4194,6399,Male,35,25 - 45,Caucasian,0,0,0,5,1.0,F,0,0
7169,10942,Male,22,Less than 25,African-American,0,0,0,0,2.0,M,1,0
1354,2077,Male,28,25 - 45,African-American,0,0,0,1,2.0,M,0,0
2800,4280,Male,29,25 - 45,Hispanic,0,0,0,1,1.0,M,0,0
5459,8313,Male,56,Greater than 45,Other,0,0,0,6,2.0,F,1,1
2651,4041,Male,28,25 - 45,African-American,0,0,0,1,0.0,F,0,0
2958,4512,Male,22,Less than 25,African-American,0,0,1,0,1.0,F,1,1
4614,7051,Male,56,Greater than 45,African-American,0,0,0,1,1.0,F,0,0
4500,6875,Male,22,Less than 25,Caucasian,0,0,0,0,1.0,F,0,0
1705,2592,Male,27,25 - 45,Caucasian,0,0,0,0,4.0,M,1,1
6724,10257,Female,33,25 - 45,Other,0,0,0,0,1.0,F,0,0
2017,3068,Male,31,25 - 45,African-American,0,0,0,9,1.0,F,0,0
1631,2494,Female,23,Less than 25,African-American,0,0,0,2,1.0,F,1,1
4804,7323,Male,41,25 - 45,African-American,0,0,0,19,48.0,F,1,1
1005,1543,Male,27,25 - 45,African-American,0,0,0,11,2.0,M,1,1
3184,4872,Female,28,25 - 45,African-American,0,0,0,3,1.0,F,0,0
2290,3487,Male,49,Greater than 45,Caucasian,0,0,0,7,0.0,F,0,0
3049,4658,Male,34,25 - 45,African-American,0,0,0,5,2.0,M,0,0
5314,8107,Female,49,Greater than 45,Caucasian,0,0,0,1,0.0,M,0,0
5162,7867,Male,37,25 - 45,African-American,0,0,0,2,7.0,F,0,0
3026,4622,Male,38,25 - 45,Other,0,0,0,1,1.0,F,0,0
2241,3413,Male,30,25 - 45,Caucasian,0,0,0,0,0.0,F,1,1
2150,3291,Male,37,25 - 45,African-American,0,0,0,8,1.0,M,1,1
1857,2820,Male,66,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
4790,7304,Male,27,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
3849,5877,Male,35,25 - 45,African-American,0,1,0,8,239.0,F,1,0
1496,2291,Male,72,Greater than 45,Caucasian,0,0,0,1,1.0,M,0,0
1707,2594,Male,49,Greater than 45,African-American,0,0,0,1,25.0,F,0,0
3088,4708,Male,31,25 - 45,African-American,0,0,0,4,70.0,F,0,0
6630,10115,Male,35,25 - 45,African-American,0,0,0,5,0.0,F,0,0
3967,6048,Male,31,25 - 45,African-American,0,0,0,6,0.0,F,0,0
1078,1655,Male,24,Less than 25,African-American,0,0,2,1,0.0,M,1,1
5891,8981,Male,22,Less than 25,Caucasian,0,0,0,2,0.0,M,1,1
2865,4385,Male,27,25 - 45,African-American,0,0,0,3,12.0,M,1,1
6750,10298,Male,30,25 - 45,African-American,0,0,0,3,2.0,M,1,1
5253,8014,Male,52,Greater than 45,African-American,0,0,0,7,1.0,M,1,1
4212,6430,Male,50,Greater than 45,African-American,0,0,0,0,0.0,M,0,0
4935,7516,Male,35,25 - 45,African-American,0,0,0,0,57.0,M,1,1
2974,4537,Male,41,25 - 45,African-American,0,0,0,8,2.0,F,0,0
4878,7432,Male,26,25 - 45,Caucasian,0,0,0,2,0.0,F,0,0
2082,3177,Male,34,25 - 45,African-American,0,0,0,4,530.0,F,1,1
2124,3247,Male,34,25 - 45,Caucasian,0,0,0,1,3.0,F,0,0
7094,10824,Female,23,Less than 25,African-American,0,0,0,1,28.0,F,1,1
6275,9574,Male,39,25 - 45,African-American,0,0,0,9,0.0,F,0,0
5748,8758,Male,47,Greater than 45,Caucasian,0,0,0,13,66.0,M,1,1
163,246,Male,48,Greater than 45,Caucasian,0,0,0,2,1.0,M,0,0
5758,8773,Male,40,25 - 45,African-American,2,0,0,23,32.0,M,1,1
6401,9773,Male,22,Less than 25,African-American,0,0,1,3,16.0,F,1,1
2516,3834,Male,63,Greater than 45,African-American,0,0,0,1,0.0,F,0,0
1245,1904,Male,32,25 - 45,African-American,0,0,0,1,0.0,F,0,0
5217,7958,Male,58,Greater than 45,Caucasian,0,0,0,5,3.0,M,0,0
936,1433,Male,21,Less than 25,African-American,0,0,0,1,109.0,F,0,0
6621,10094,Male,20,Less than 25,Caucasian,0,0,0,0,0.0,M,0,0
1976,2998,Female,24,Less than 25,Hispanic,0,0,0,0,0.0,M,0,0
3078,4696,Male,56,Greater than 45,Hispanic,0,0,0,0,1.0,F,0,0
6650,10141,Male,29,25 - 45,African-American,0,0,0,6,45.0,F,1,1
5948,9079,Male,22,Less than 25,Hispanic,0,0,0,0,33.0,F,1,1
6985,10637,Male,43,25 - 45,Caucasian,0,0,0,6,1.0,M,1,1
735,1120,Male,24,Less than 25,African-American,0,0,0,0,1.0,F,0,0
5831,8884,Male,39,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
1266,1930,Female,53,Greater than 45,Caucasian,0,0,0,1,1.0,M,0,0
1267,1931,Male,44,25 - 45,Caucasian,0,0,0,0,2.0,M,0,0
443,673,Male,28,25 - 45,Hispanic,0,0,0,2,1.0,M,1,1
105,158,Male,31,25 - 45,Caucasian,0,0,0,0,39.0,M,0,0
313,461,Male,23,Less than 25,Hispanic,0,0,0,0,46.0,F,0,0
2148,3289,Male,38,25 - 45,African-American,0,0,0,15,55.0,F,0,0
6121,9332,Male,22,Less than 25,African-American,0,0,0,0,2.0,F,0,0
2406,3668,Male,35,25 - 45,African-American,0,0,0,4,0.0,M,0,0
3475,5318,Male,52,Greater than 45,Hispanic,0,0,0,5,7.0,F,1,1
3779,5768,Male,65,Greater than 45,African-American,0,0,0,7,1.0,M,0,0
6675,10183,Male,36,25 - 45,African-American,0,0,0,1,1.0,M,0,0
3752,5730,Female,39,25 - 45,African-American,0,2,0,22,4.0,F,1,1
2261,3444,Male,44,25 - 45,Caucasian,0,0,0,0,2.0,F,1,1
6067,9254,Male,33,25 - 45,African-American,0,0,0,3,0.0,F,0,0
1933,2932,Male,36,25 - 45,African-American,0,0,0,2,1.0,F,0,0
71,102,Male,22,Less than 25,Hispanic,0,0,0,1,1.0,F,0,0
5432,8278,Male,53,Greater than 45,African-American,0,0,0,3,6.0,F,1,1
4191,6395,Male,57,Greater than 45,Caucasian,0,0,0,1,0.0,M,0,0
1666,2538,Male,66,Greater than 45,Caucasian,0,0,0,1,19.0,M,0,0
4544,6944,Female,44,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
585,891,Male,24,Less than 25,African-American,1,0,0,10,17.0,F,1,1
1479,2271,Male,28,25 - 45,African-American,0,0,1,7,39.0,F,1,1
1622,2482,Male,30,25 - 45,African-American,0,0,0,0,0.0,M,0,0
4604,7039,Female,36,25 - 45,Caucasian,0,0,0,3,1.0,F,1,1
2191,3345,Female,34,25 - 45,Caucasian,0,0,0,2,1.0,F,0,0
1281,1956,Male,26,25 - 45,Hispanic,0,0,0,1,1.0,M,1,1
635,968,Female,35,25 - 45,Caucasian,0,0,0,0,0.0,F,1,1
265,389,Male,39,25 - 45,Other,0,0,0,0,1.0,F,0,0
2899,4433,Female,32,25 - 45,Hispanic,0,0,0,1,11.0,M,0,0
1721,2614,Male,28,25 - 45,Caucasian,0,0,0,6,2.0,F,0,0
4746,7243,Male,27,25 - 45,African-American,0,0,0,2,1.0,M,1,1
342,509,Female,30,25 - 45,Caucasian,0,0,0,0,4.0,M,0,0
3270,5001,Male,23,Less than 25,African-American,0,0,0,0,1.0,M,1,1
4850,7392,Male,51,Greater than 45,African-American,0,0,0,2,25.0,F,0,0
6377,9733,Male,21,Less than 25,African-American,0,0,0,0,4.0,F,1,1
3982,6077,Male,23,Less than 25,Caucasian,0,0,0,0,7.0,F,0,0
6711,10235,Male,22,Less than 25,African-American,0,0,0,1,5.0,F,0,0
5163,7868,Female,37,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5635,8595,Male,47,Greater than 45,Caucasian,0,0,0,11,90.0,F,0,0
1187,1821,Female,26,25 - 45,Caucasian,0,0,0,3,1.0,M,0,0
5428,8267,Male,46,Greater than 45,African-American,0,0,0,3,35.0,F,1,1
1871,2844,Male,20,Less than 25,Hispanic,0,0,0,3,42.0,F,1,1
1214,1862,Male,29,25 - 45,African-American,0,0,0,0,1.0,M,1,1
1367,2098,Female,48,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
7026,10699,Male,57,Greater than 45,African-American,0,0,0,28,2.0,F,1,1
5869,8945,Male,21,Less than 25,African-American,0,0,0,0,1.0,F,0,0
2777,4238,Male,30,25 - 45,African-American,0,0,0,1,0.0,F,1,1
3360,5145,Male,27,25 - 45,African-American,1,0,0,2,24.0,F,1,1
4104,6250,Male,21,Less than 25,African-American,0,0,0,1,1.0,F,1,1
2805,4288,Male,51,Greater than 45,Caucasian,0,0,0,2,23.0,F,0,0
1683,2564,Male,35,25 - 45,Other,0,0,0,3,1.0,M,1,1
4762,7265,Male,64,Greater than 45,African-American,0,0,0,13,1.0,M,0,0
5343,8145,Male,24,Less than 25,African-American,0,0,0,1,14.0,M,1,1
3617,5525,Male,34,25 - 45,Caucasian,0,0,1,5,0.0,F,1,1
5839,8897,Male,32,25 - 45,African-American,0,0,0,0,2.0,F,0,0
2237,3409,Male,22,Less than 25,African-American,0,0,0,0,3.0,M,0,0
2796,4270,Male,21,Less than 25,African-American,0,0,0,0,1.0,F,0,0
6092,9284,Male,31,25 - 45,Caucasian,0,0,0,0,3.0,F,0,0
5596,8526,Female,26,25 - 45,African-American,0,0,0,0,6.0,M,0,0
3404,5201,Male,23,Less than 25,African-American,0,0,3,2,0.0,F,1,1
879,1332,Male,33,25 - 45,Other,0,0,0,4,2.0,F,1,1
2696,4117,Female,48,Greater than 45,Caucasian,0,0,0,1,1.0,M,0,0
1742,2645,Female,48,Greater than 45,Hispanic,0,0,0,9,57.0,F,0,0
2123,3246,Male,30,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
579,884,Male,66,Greater than 45,Caucasian,0,0,0,0,1.0,M,1,1
898,1360,Male,32,25 - 45,African-American,0,0,0,3,3.0,F,1,1
2110,3225,Male,20,Less than 25,African-American,0,0,0,0,1.0,F,1,1
2686,4100,Male,24,Less than 25,Caucasian,0,0,0,3,9.0,M,1,1
5745,8755,Male,36,25 - 45,Hispanic,0,0,0,0,1.0,M,1,1
4731,7225,Male,32,25 - 45,African-American,0,0,1,7,51.0,F,1,1
4920,7490,Female,31,25 - 45,African-American,0,0,0,1,1.0,M,0,0
4768,7275,Female,39,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
6875,10477,Male,31,25 - 45,Hispanic,0,0,0,0,0.0,M,1,1
4937,7519,Male,30,25 - 45,African-American,0,0,0,1,22.0,F,0,0
2476,3772,Male,24,Less than 25,Caucasian,0,0,0,3,39.0,F,1,1
3136,4793,Male,31,25 - 45,Caucasian,0,0,0,6,0.0,M,1,1
3271,5003,Male,25,25 - 45,African-American,0,1,0,4,19.0,F,1,1
